name,lng,lat,address,tel,type
淝河镇黄镇村卫生站,117.360258,31.798912,长春街附近,13856029283,诊所
肥西县上派镇古埂社区卫生服务站,117.166701,31.709471,上派镇三河路烟草巷,0551-68854208,诊所
合肥瑶海漕冲卫生室,117.355732,31.865896,长江东路279号附近,0551-64315120,诊所
庐阳区三十岗乡东瞿村卫生室,117.140962,31.92345,东翟村卫生室东门旁,,诊所
方桥村卫生室,117.339418,31.894221,瑶海区工业园瑶海工业园区瑶海家园39,,诊所
新站站北社区新店村卫生所,117.32677,31.945066,三十头镇怀远路百润发购物广场南,,诊所
合肥瑶海罗岗第四卫生室,117.369354,31.871153,龙岗开发区瑞泰城市家园商住楼2幢119号,13515656448,诊所
紫蓬镇卫生院栗树卫生室,117.098018,31.763968,华二路3号,18955125479,诊所
长丰县岗集镇龙岗村卫生室,117.236534,31.957291,岗集镇,0551-66773719,诊所
合肥瑶海龙岗史城第二卫生室,117.350417,31.884468,包公大道与经二路交叉口东150米金水湾花园二期B-1幢商102/103,13955159489,诊所
瑶海区龙岗罗岗卫生室(临泉东路),117.373424,31.875809,罗岗路与临泉东路辅路交叉口西300米,13855129812,诊所
汲桥卫生站,117.261225,31.897775,北二环路与淮北路交叉口南160米,,诊所
王岗第一卫生室,117.383775,31.872851,戚继光路与临泉东路交叉口南260米,13805608926,诊所
新城卫生站,117.128761,31.854149,天龙路138号,,诊所
望城店卫生站,117.2864,31.895574,绿都新村小区南门旁,,诊所
罗岗第二卫生室(临泉东路店),117.37771,31.875942,临泉东路与龙岗路交口向东100米丽水天锦苑小区B栋,13855129812,诊所
三十头村卫生室,117.33358,31.988517,梅冲湖路与怀远路交口向北100米,0551-66335514,诊所
陈明升马岗卫生室,117.371322,31.864059,静安新城北大门对面,13085512996;13635692046,诊所
合肥瑶海龙岗新站卫生室,117.361443,31.869921,金光苑小区东南门旁,,诊所
潘红霞马岗卫生室,117.375352,31.864034,襄河路与马岗大道交叉口东北50米,13695695940,诊所
合肥济仁中医医院,117.24131,32.014459,合肥蒙城北路北城世纪城A1区和徽苑S8幢商,15855100684,诊所
长丰县岗集镇新庄村卫生室,117.21561,31.980516,024乡道西200米新庄社区居委会附近,,诊所
肥东县店埠镇光大社区卫生室,117.452473,31.890349,安乐路光大新村105-108门面,0551-67713901;13637077700;13855189506,诊所
撮镇镇建华社区卫生室,117.384922,31.822501,建华新村南区北2门东北50米,,诊所
新站综合开发试验区张店村卫生室,117.383173,31.936969,合肥市新站区磨店乡光明之家10栋104,15056000962,诊所
金湖花园社区卫生服务站,117.194876,31.957902,安居路与瑞风路交叉口东北100米,,诊所
罗岗第三卫生室,117.369908,31.882161,龙岗路西明皇路北保利海上明悦C2-106,,诊所
东站卫生室,117.375625,31.903438,岱河路599号,,诊所
撮镇镇新安社区卫生室,117.434074,31.821983,燎原大道新安小区,0551-67317115,诊所
撮镇唐安社区卫生室,117.399971,31.830057,唐安路4号,,诊所
撮镇镇大费社区卫生室,117.406697,31.850779,大费公祖房南门旁,,诊所
小庙镇中心卫生院卫星卫生室,117.017237,31.846597,小庙镇建设路236号,,诊所
安冲村卫生室,117.194802,31.957889,瑞风路与安居路交叉口东北80米,,诊所
牛寨村卫生室,117.194803,31.957889,瑞风路与安居路交叉口东北80米,,诊所
大店卫生室,117.389936,31.87385,圣地雅阁18号106号,,诊所
新站高新技术产业开发区八联卫生室,117.390597,31.922335,圣联梦溪小镇西1门南80米,15155136896,诊所
瑶海区龙岗王岗卫生室(华凌锦苑东),117.390266,31.878677,龙岗经济开发区华凌锦苑,,诊所
三十埠卫生室,117.1741,31.971227,模具大道安徽兽药产业园,,诊所
泗州新村卫生室,117.110975,31.779125,繁华大道辅路与小龙山路交叉口东北100米,,诊所
店埠镇双桥社区卫生室,117.501322,31.860226,酿泉路与山水路交汇处,0551-67757828;13399512781,诊所
高刘镇中心卫生院街道卫生室,116.932934,31.934809,万家桥路与高洪街交叉口西北100米,,诊所
肥西县中医院紫蓬分院农兴卫生室,117.032797,31.754949,紫蓬镇人民政府东侧120米,,诊所
撮镇镇华光村卫生室,117.436471,31.806169,撮镇镇华光村树堂小学附近,,诊所
墩塘社区卫生院,117.428712,31.88705,晨光花园北区南1门东170米,,诊所
烟墩新街卫生站,117.27567,31.672519,新街小学西南侧120米,,诊所
蜀山区小庙镇大柏卫生室,116.948893,31.826695,小庙镇大柏街道,,诊所
雷麻卫生站,117.005683,31.789447,合肥高新区小庙托管区雷麻社区退役军人服务站西侧170米,,诊所
严店乡卫生院苏小卫生室,117.22466,31.592731,严店乡苏小村,,诊所
店埠镇城南社区卫生室,117.458147,31.869971,吾悦华府B区南1门东60米,,诊所
岳大郢卫生所,117.114575,31.779275,城东湖路与济淮路交叉口北160米,,诊所
枞阳路卫生站,117.348125,31.847125,团结路与枞阳路交叉口东160米,,诊所
彭圩卫生室,117.159737,31.663116,文珍超市东北侧130米,,诊所
瑶海红光钢北卫生站,117.347878,31.857498,乐水路与采石路交叉口东120米,,诊所
安徽职业技术大学卫生所,117.378608,31.931041,炎培路与创业大道交叉口东120米,,诊所
合肥市长丰县双凤开发区万里社区卫生服务站,117.268471,31.990458,双凤开发区万里社区,,诊所
肥西县上派镇中心卫生院爱和社区卫生室,117.153475,31.720775,瑜城路与珍珠路交叉口东南180米,,诊所
中心卫生院谢塘卫生室,117.104856,31.730382,068乡道与杭埠河大道交叉口西200米,,诊所
张店村卫生室三,117.401507,31.932493,大众路1819号磨店家园同德苑19栋101室,13865915149,诊所
瓦岗村卫生室,117.329554,31.981695,三十头社区魏武路与合白路交口向北三百米,,诊所
李湾村卫生室,117.334855,31.990372,怀远路恒丰旅馆(三十头镇卫生院东北),15357927585;15955111568,诊所
尚店卫生站,117.27068,31.934542,天水路与太和路交叉口东320米,,诊所
三十头镇三房岗村卫生室,117.367835,32.035586,五十头村居委会大院内,13965144969,诊所
肥东县店埠镇镇北社区卫生室,117.476906,31.894242,浮槎山路与才华路交叉口东北120米,15395173161,诊所
新城社区卫生室,117.453109,31.867909,沙河路与桥头集路交叉口西南260米,15375248662,诊所
长丰县岗集镇斗镇村卫生室,117.091223,32.049978,206国道西侧,0551-66737796;18956071081,诊所
肥东县牌坊回族满族乡兴一村卫生室,117.481475,31.967175,牌殷路022县道,15156071287,诊所
富郢村卫生室,117.374249,31.942706,当代未来城东门南120米,,诊所
光明村卫生室,117.382301,31.935817,光明路与龙子湖路交叉口北80米,,诊所
肥东县店埠镇唐杨社区卫生室,117.469513,31.894281,北苑路北苑小学对面,0551-67717881;15255110007,诊所
吴山镇高岗村卫生室,117.05166,32.083677,053县道东北侧,18955136539,诊所
赵桥卫生室,117.058003,31.577799,肥西县人民医院丰乐分院赵桥村卫生室东侧,18955145178,诊所
燎原社区卫生室,117.451137,31.866366,新安江路新城家园,,诊所
长丰县岗集镇四十埠村卫生所,117.145734,32.01306,072乡道东北侧,,诊所
北分路卫生室,116.9911,31.879551,北分路村退役军人服务站东北侧110米,,诊所
丰乐镇中心卫生院方桥卫生室,117.142393,31.595199,047县道,0551-68727120;13355608366,诊所
双墩镇花园社区卫生服务站,117.249225,32.015125,康乐路与兴盛路交叉口西120米,,诊所
店埠镇镇南社区卫生室,117.472063,31.883564,店埠镇军民巷4号,,诊所
东站卫生所,117.364524,31.894181,天水路与桃山路交叉口西南80米,,诊所
肥东县元疃镇路集社区卫生室,117.393325,32.124386,元疃镇路集社区街西组,13035062512,诊所
撮镇镇撮西社区卫生室,117.466609,31.825038,南大街与火车站街交叉口西北120米,,诊所
元疃镇三合社区卫生室,117.383628,32.064487,S92合肥支线与S92合肥支线入口交叉口北320米,,诊所
肥东县第三人民医院青春社区卫生服务站,117.470869,31.886493,梁园路与人民路交叉口南40米,,诊所
古河社区卫生室,117.448385,31.889573,御云府北门旁,,诊所
肥东县店埠镇花园社区卫生室,117.453103,31.87812,桥头集路辅路与龙泉路交叉口东南80米,,诊所
店埠镇半店村卫生室,117.532578,31.855608,半店社区党群服务中心北侧,0551-67661077,诊所
定光社区卫生室,117.488111,31.878431,团结路与龙泉路辅路交叉口北380米,,诊所
肥东县撮镇镇振兴村卫生室,117.488563,31.804582,裕溪路与振兴路交叉口西北60米,,诊所
肥东店埠镇排头卫生室,117.480175,31.871275,龙泉路38路(排头地铁站C口旁),,诊所
长丰县吴山镇桥冲村卫生室,117.067654,32.04463,018县道西南30米,,诊所
南苑村卫生室,117.201389,32.041938,060乡道与019县道交叉口南380米,,诊所
长丰县双墩镇大官塘村卫生室,117.17692,32.041403,060乡道,,诊所
瑶海社区喻岗卫生室,117.369143,31.905946,文忠路与泗水路交叉口东260米,,诊所
众兴乡范岗村卫生室,117.418223,32.017283,范岗村委会西南侧,,诊所
同大镇南闸村卫生室,117.376892,31.504832,004乡道,,诊所
长丰县双墩镇吴店村卫生室,117.294907,32.086565,吴店村,,诊所
许井社区卫生室,117.461767,32.001224,许井社区村委会南侧,,诊所
店埠镇合浦村卫生室,117.550869,31.848238,312国道与067乡道交叉口东南420米,13083061999,诊所
肥东县白龙镇同心村卫生室,117.429556,32.08229,同心社区北侧130米,,诊所
众兴乡谢岗村卫生室,117.400628,32.004642,众三路北50米,,诊所
罗店社区卫生室,117.467699,31.710472,店忠路,,诊所
花灯卫生室,117.411764,31.991257,大众路与花灯路交叉口西60米,,诊所
陶楼乡高塘卫生室,117.179133,32.08372,314县道与019县道交叉口东北320米,,诊所
长丰县杨庙镇马郢社区卫生室,117.08711,32.165374,乡约花园酒店东南侧200米,13966723646,诊所
长丰县下塘镇明华村卫生室,117.201884,32.189429,323省道与蒙城北路交叉口东500米,,诊所
肥西县高店镇长镇卫生室,116.893386,31.850404,高店镇长镇回族社区居民委员会,,诊所
新仓卫生院路桥卫生室,117.069625,31.571159,丰乐镇唐村,,诊所
肥东县桥头集镇梅山社区卫生室,117.547175,31.805475,社区中路东50米,,诊所
花岗镇中心卫生院沿河卫生室,116.977955,31.6768,花岗镇红堰村村民委员会西南侧60米,,诊所
长丰县双墩镇罗北村卫生室,117.238979,32.13872,合水路西100米罗北社区居委会附近,,诊所
童大井卫生室,116.874575,31.797675,童大井村安置点旁,,诊所
高塘社区卫生室,117.471647,32.007743,草庙学区舒圩小学,,诊所
新河村卫生室,117.330475,31.526025,232省道,13023092528;13865220986,诊所
牌坊乡新丰村卫生室,117.480315,32.044071,新丰社区党群服务中心西北侧,18955106681;18956076995,诊所
五十埠卫生室,117.093467,32.067495,206国道辅路与昌岭路交叉口南180米,,诊所
江岗卫生室,116.899172,31.933109,长高路东50米,,诊所
花岗镇中心卫生院粉坊卫生室,117.066032,31.601113,花岗镇,,诊所
长丰县陶楼镇大桥社区卫生室,117.138433,32.109507,陶楼镇大桥社区退役军人服务管理站东南侧,,诊所
高刘卫生院红塘卫生室,116.949755,32.004089,高刘街道090乡道附近,,诊所
同大镇马河村卫生室,117.315586,31.484419,马河村村委会南侧90米,,诊所
齐咀村卫生室,117.424372,31.514656,089县道,18956568381,诊所
虹光社区卫生室,117.494708,31.655128,057乡道与112乡道交叉口东北20米,,诊所
高店乡卫生院团塘卫生室,116.892467,31.844854,高店乡团塘新村,,诊所
店埠镇陂塘社区卫生室,117.570808,31.836925,312国道西南侧,,诊所
肥东县牌坊回族满族乡兴庙村卫生室,117.477141,32.022522,227省道与张众路交叉口北260米,,诊所
中庙街道旭东古塘村联合卫生室,117.49928,31.594232,滨湖大道024县,18226218948,诊所
肥东县石塘镇东明村卫生室,117.580045,31.933858,石塘镇东明村委会,,诊所
元疃镇居委会卫生室,117.38184,32.080952,元疃大街元疃镇政府西南350米元疃镇元疃居居务监督委员会附近,,诊所
肥东县石塘镇新展村卫生室,117.593869,31.890534,六长路,,诊所
三河镇中心卫生院西街卫生室,117.240977,31.519087,三杭路与立人路交叉口西北240米,,诊所
长丰县下塘镇陶新村卫生室,117.293482,32.189813,陶兴集附近,13866796129,诊所
柿树岗乡卫生院双龙卫生室,116.919705,31.674872,柿树岗双龙社区南侧130米,,诊所
肥东县长临河镇白马村卫生室,117.515138,31.672393,白马村党群服务中心东南侧,,诊所
郭河镇广寒村卫生室,117.191578,31.490153,072县道北侧,,诊所
南街卫生站,117.243782,31.508904,杨振宁旧居南门旁,,诊所
江夏街道卫生室,116.801552,31.824724,农商银行江夏支行附近,18326620998,诊所
洪峰卫生室,117.380513,31.936247,龙子湖路与光明路交叉口西北200米,,诊所
永安村卫生室,117.345801,31.486686,103省道,,诊所
长丰县下塘镇新集村卫生室,117.145156,32.181739,323省道与314县道交叉口东280米,,诊所
花岗中心卫生院花园卫生室,117.007654,31.55369,花岗镇206国道,,诊所
刘河卫生院大丰卫生室,117.249441,31.638329,严店乡大丰村,,诊所
肥东县石塘镇新联村卫生室,117.614404,31.884535,新联社区居委会南侧80米,,诊所
肥东县白龙镇镇南社区卫生室,117.459041,32.100244,店费路与022县道交叉口南150米,,诊所
合肥市儿童福利院卫生所,117.311875,31.984325,魏武路与李湾路交叉口东240米,,诊所
铭传乡卫生院鸽子笼卫生室,116.819176,31.73313,111乡道西50米,,诊所
长丰县双墩镇兴岭村卫生室,117.230658,32.042673,龙湖北路与蒙城北路交叉口西200米,,诊所
同大镇常丰村卫生室,117.315141,31.476146,066县道与常丰路交叉口东360米,,诊所
西湾村卫生室,117.295928,31.50614,金农村生态农庄南侧220米,,诊所
山南镇中心卫生院街道卫生室,116.880588,31.621038,440省道与045县道交叉口西260米,,诊所
同春村卫生室,117.424914,31.499393,皖中冷冻厂南侧,,诊所
白山镇觉海村卫生室,117.428818,31.481064,环巢湖大道1号,,诊所
同大镇北圩村卫生室,117.247093,31.469664,431县道与牛金路交叉口西400米,,诊所
撮东社区卫生所,117.468183,31.824271,火车站街与南大街交叉口东60米,,诊所
杨店乡姚岗村卫生室,117.545778,32.054667,030县道东50米,,诊所
山南镇中心卫生院金牛卫生室,116.799534,31.657683,440省道北40米,0551-68281510,诊所
山南镇中心卫生院沈店卫生室,116.857025,31.665925,236省道,,诊所
长丰县吴山镇梨园村卫生室,117.030353,32.135867,岗楼路,,诊所
店埠镇安乐社区卫生室,117.459475,31.895075,泗水路与沿河路交叉口西北200米,,诊所
民主社区卫生室,117.534075,31.963725,329国道与050乡道交叉口西140米,,诊所
丰乐镇中心卫生院双枣卫生室,117.196725,31.604975,严丰路与018乡道交叉口东北80米,,诊所
肥西县紫蓬镇兴庄村卫生室,116.981475,31.757675,兴庄村村民委员会西侧160米,,诊所
刘集社区卫生室,117.486918,31.813284,撮镇路辅路与众欢路交叉口南180米,,诊所
杨店乡跃进村卫生室,117.511143,32.115547,027县道与范同路交叉口西南480米,,诊所
长丰县吴山镇涂郢社区卫生室,117.022945,32.146209,053县道东50米,,诊所
胜岗村卫生室,117.114875,32.066321,吴山镇胜岗村民委员会西侧240米,,诊所
龙集社区卫生室,117.490525,31.827975,林霏路新龙家园一期北门,,诊所
撮镇镇仙临村卫生室,117.491263,31.814449,众欢路与四顶山路辅路交叉口西200米,,诊所
合肥循环经济示范园泰和社区卫生室,117.491275,31.814375,众欢路与四顶山路辅路交叉口西200米,,诊所
长丰县造甲乡双河村卫生室,117.291046,32.233881,造甲乡双河村,,诊所
